%
(G-code output for Bezier Surface generated from given 4x4 matrix)
(Generated by HARISHKUMAR LAXMIKANT GAJAKOSH)
(As a part of COMPUTER INTEGRATED MANUFACTURING Project)
(Guided By Prof RAKESH LINGAM
(Creation date: 22-May-2022 21:59:42)
(Spindle Speed	= 12000 RPM)
(Tool	= 1)
N1 G90
N2 G21
N3 	G00 	X1.00000 	Y5.00000 	Z2.50000 	F100
N4 	G01 	X1.00000 	Y5.00000 	Z1.00000
N1812 	G01 	X16.29734 	Y14.82764 	Z1.97310
N1813 	G01 	X15.71059 	Y14.82764 	Z1.99630
N1814 	G01 	X15.12500 	Y14.82764 	Z2.01893
N1815 	G01 	X14.54061 	Y14.82764 	Z2.04081
N1816 	G01 	X13.95746 	Y14.82764 	Z2.06178
N1817 	G01 	X13.37562 	Y14.82764 	Z2.08168
N1818 	G01 	X12.79511 	Y14.82764 	Z2.10033
N1819 	G01 	X12.21600 	Y14.82764 	Z2.11759
N1820 	G01 	X11.63833 	Y14.82764 	Z2.13327
N1821 	G01 	X11.06214 	Y14.82764 	Z2.14721
N1822 	G01 	X10.48750 	Y14.82764 	Z2.15925
N1823 	G01 	X9.91443 	Y14.82764 	Z2.16923
N1824 	G01 	X9.34300 	Y14.82764 	Z2.17697
N1825 	G01 	X8.77325 	Y14.82764 	Z2.18231
N1826 	G01 	X8.20522 	Y14.82764 	Z2.18508
N1827 	G01 	X7.63898 	Y14.82764 	Z2.18513
N1828 	G01 	X7.07455 	Y14.82764 	Z2.18228
N1829 	G01 	X6.51200 	Y14.82764 	Z2.17637
N1830 	G01 	X5.95137 	Y14.82764 	Z2.16723
N1831 	G01 	X5.39270 	Y14.82764 	Z2.15470
N1832 	G01 	X4.83606 	Y14.82764 	Z2.13861
N1833 	G01 	X4.28147 	Y14.82764 	Z2.11880
N1834 	G01 	X3.72900 	Y14.82764 	Z2.09510
N1835 	G01 	X3.17869 	Y14.82764 	Z2.06734
N1836 	G01 	X2.63058 	Y14.82764 	Z2.03536
N1837 	G01 	X2.08474 	Y14.82764 	Z1.99900
N1838 	G01 	X1.54119 	Y14.82764 	Z1.95809
N1839 	G01 	X1.00000 	Y14.82764 	Z1.91245

N1840 	G01 	X1.00000 	Y15.10843 	Z1.93433
N1841 	G01 	X1.54119 	Y15.10843 	Z1.97779
N1842 	G01 	X2.08474 	Y15.10843 	Z2.01665
N1843 	G01 	X2.63058 	Y15.10843 	Z2.05110
N1844 	G01 	X3.17869 	Y15.10843 	Z2.08128
N1845 	G01 	X3.72900 	Y15.10843 	Z2.10736
N1846 	G01 	X4.28147 	Y15.10843 	Z2.12951
N1847 	G01 	X4.83606 	Y15.10843 	Z2.14788
N1848 	G01 	X5.39270 	Y15.10843 	Z2.16264
N1849 	G01 	X5.95137 	Y15.10843 	Z2.17395
N1850 	G01 	X6.51200 	Y15.10843 	Z2.18197
N1851 	G01 	X7.07455 	Y15.10843 	Z2.18687
N1852 	G01 	X7.63898 	Y15.10843 	Z2.18881
N1853 	G01 	X8.20522 	Y15.10843 	Z2.18794
N1854 	G01 	X8.77325 	Y15.10843 	Z2.18444
N1855 	G01 	X9.34300 	Y15.10843 	Z2.17846
N1856 	G01 	X9.91443 	Y15.10843 	Z2.17017
N1857 	G01 	X10.48750 	Y15.10843 	Z2.15972
N1858 	G01 	X11.06214 	Y15.10843 	Z2.14729
N1859 	G01 	X11.63833 	Y15.10843 	Z2.13303
N1860 	G01 	X12.21600 	Y15.10843 	Z2.11710
N1861 	G01 	X12.79511 	Y15.10843 	Z2.09968
N1862 	G01 	X13.37562 	Y15.10843 	Z2.08091
N1863 	G01 	X13.95746 	Y15.10843 	Z2.06096
N1864 	G01 	X14.54061 	Y15.10843 	Z2.04000
N1865 	G01 	X15.12500 	Y15.10843 	Z2.01819
N1866 	G01 	X15.71059 	Y15.10843 	Z1.99568
N1867 	G01 	X16.29734 	Y15.10843 	Z1.97265
N1868 	G01 	X16.88518 	Y15.10843 	Z1.94925
N1869 	G01 	X17.47409 	Y15.10843 	Z1.92565
N1870 	G01 	X18.06400 	Y15.10843 	Z1.90200
N1871 	G01 	X18.65487 	Y15.10843 	Z1.87848
N1872 	G01 	X19.24666 	Y15.10843 	Z1.85524
N1873 	G01 	X19.83930 	Y15.10843 	Z1.83244
N1874 	G01 	X20.43277 	Y15.10843 	Z1.81025
N1875 	G01 	X21.02700 	Y15.10843 	Z1.78883
N1876 	G01 	X21.62195 	Y15.10843 	Z1.76834
N1877 	G01 	X22.21758 	Y15.10843 	Z1.74895
N1878 	G01 	X22.81382 	Y15.10843 	Z1.73081
N1879 	G01 	X23.41065 	Y15.10843 	Z1.71409
N1880 	G01 	X24.00800 	Y15.10843 	Z1.69895
N1881 	G01 	X24.60583 	Y15.10843 	Z1.68556
N1882 	G01 	X25.20410 	Y15.10843 	Z1.67407
N1883 	G01 	X25.80274 	Y15.10843 	Z1.66465
N1884 	G01 	X26.40173 	Y15.10843 	Z1.65746
N1885 	G01 	X27.00100 	Y15.10843 	Z1.65266
N1886 	G01 	X27.60051 	Y15.10843 	Z1.65042
N1887 	G01 	X28.20022 	Y15.10843 	Z1.65089
N1888 	G01 	X28.80006 	Y15.10843 	Z1.65425
N1889 	G01 	X29.40001 	Y15.10843 	Z1.66064
N1890 	G01 	X30.00000 	Y15.10843 	Z1.67024

N1891 	G01 	X30.00000 	Y15.38921 	Z1.67914
N1892 	G01 	X29.40001 	Y15.38921 	Z1.66916
N1893 	G01 	X28.80006 	Y15.38921 	Z1.66236
N1894 	G01 	X28.20022 	Y15.38921 	Z1.65857
N1895 	G01 	X27.60051 	Y15.38921 	Z1.65765
N1896 	G01 	X27.00100 	Y15.38921 	Z1.65942
N1897 	G01 	X26.40173 	Y15.38921 	Z1.66374
N1898 	G01 	X25.80274 	Y15.38921 	Z1.67044
N1899 	G01 	X25.20410 	Y15.38921 	Z1.67936
N1900 	G01 	X24.60583 	Y15.38921 	Z1.69035
N1901 	G01 	X24.00800 	Y15.38921 	Z1.70324
N1902 	G01 	X23.41065 	Y15.38921 	Z1.71787
N1903 	G01 	X22.81382 	Y15.38921 	Z1.73410
N1904 	G01 	X22.21758 	Y15.38921 	Z1.75175
N1905 	G01 	X21.62195 	Y15.38921 	Z1.77067
N1906 	G01 	X21.02700 	Y15.38921 	Z1.79070
N1907 	G01 	X20.43277 	Y15.38921 	Z1.81168
N1908 	G01 	X19.83930 	Y15.38921 	Z1.83345
N1909 	G01 	X19.24666 	Y15.38921 	Z1.85586
N1910 	G01 	X18.65487 	Y15.38921 	Z1.87874
N1911 	G01 	X18.06400 	Y15.38921 	Z1.90194
N1912 	G01 	X17.47409 	Y15.38921 	Z1.92529
N1913 	G01 	X16.88518 	Y15.38921 	Z1.94864
N1914 	G01 	X16.29734 	Y15.38921 	Z1.97183
N1915 	G01 	X15.71059 	Y15.38921 	Z1.99470
N1916 	G01 	X15.12500 	Y15.38921 	Z2.01708
N1917 	G01 	X14.54061 	Y15.38921 	Z2.03883
N1918 	G01 	X13.95746 	Y15.38921 	Z2.05978
N1919 	G01 	X13.37562 	Y15.38921 	Z2.07978
N1920 	G01 	X12.79511 	Y15.38921 	Z2.09866
N1921 	G01 	X12.21600 	Y15.38921 	Z2.11626
N1922 	G01 	X11.63833 	Y15.38921 	Z2.13243
N1923 	G01 	X11.06214 	Y15.38921 	Z2.14701
N1924 	G01 	X10.48750 	Y15.38921 	Z2.15984
N1925 	G01 	X9.91443 	Y15.38921 	Z2.17075
N1926 	G01 	X9.34300 	Y15.38921 	Z2.17960
N1927 	G01 	X8.77325 	Y15.38921 	Z2.18622
N1928 	G01 	X8.20522 	Y15.38921 	Z2.19045
N1929 	G01 	X7.63898 	Y15.38921 	Z2.19213
N1930 	G01 	X7.07455 	Y15.38921 	Z2.19111
N1931 	G01 	X6.51200 	Y15.38921 	Z2.18723
N1932 	G01 	X5.95137 	Y15.38921 	Z2.18032
N1933 	G01 	X5.39270 	Y15.38921 	Z2.17023
N1934 	G01 	X4.83606 	Y15.38921 	Z2.15680
N1935 	G01 	X4.28147 	Y15.38921 	Z2.13986
N1936 	G01 	X3.72900 	Y15.38921 	Z2.11927
N1937 	G01 	X3.17869 	Y15.38921 	Z2.09486
N1938 	G01 	X2.63058 	Y15.38921 	Z2.06647
N1939 	G01 	X2.08474 	Y15.38921 	Z2.03395
N1940 	G01 	X1.54119 	Y15.38921 	Z1.99713
N1941 	G01 	X1.00000 	Y15.38921 	Z1.95586

N1942 	G01 	X1.00000 	Y15.67000 	Z1.97702
N1943 	G01 	X1.54119 	Y15.67000 	Z2.01611
N1944 	G01 	X2.08474 	Y15.67000 	Z2.05089
N1945 	G01 	X2.63058 	Y15.67000 	Z2.08149
N1946 	G01 	X3.17869 	Y15.67000 	Z2.10809
N1947 	G01 	X3.72900 	Y15.67000 	Z2.13082
N1948 	G01 	X4.28147 	Y15.67000 	Z2.14986
N1949 	G01 	X4.83606 	Y15.67000 	Z2.16536
N1950 	G01 	X5.39270 	Y15.67000 	Z2.17746
N1951 	G01 	X5.95137 	Y15.67000 	Z2.18633
N1952 	G01 	X6.51200 	Y15.67000 	Z2.19213
N1953 	G01 	X7.07455 	Y15.67000 	Z2.19500
N1954 	G01 	X7.63898 	Y15.67000 	Z2.19511
N1955 	G01 	X8.20522 	Y15.67000 	Z2.19261
N1956 	G01 	X8.77325 	Y15.67000 	Z2.18765
N1957 	G01 	X9.34300 	Y15.67000 	Z2.18039
N1958 	G01 	X9.91443 	Y15.67000 	Z2.17099
N1959 	G01 	X10.48750 	Y15.67000 	Z2.15960
N1960 	G01 	X11.06214 	Y15.67000 	Z2.14638
N1961 	G01 	X11.63833 	Y15.67000 	Z2.13148
N1962 	G01 	X12.21600 	Y15.67000 	Z2.11507
N1963 	G01 	X12.79511 	Y15.67000 	Z2.09728
N1964 	G01 	X13.37562 	Y15.67000 	Z2.07829
N1965 	G01 	X13.95746 	Y15.67000 	Z2.05825
N1966 	G01 	X14.54061 	Y15.67000 	Z2.03730
N1967 	G01 	X15.12500 	Y15.67000 	Z2.01562
N1968 	G01 	X15.71059 	Y15.67000 	Z1.99334
N1969 	G01 	X16.29734 	Y15.67000 	Z1.97064
N1970 	G01 	X16.88518 	Y15.67000 	Z1.94766
N1971 	G01 	X17.47409 	Y15.67000 	Z1.92456
N1972 	G01 	X18.06400 	Y15.67000 	Z1.90150
N1973 	G01 	X18.65487 	Y15.67000 	Z1.87863
N1974 	G01 	X19.24666 	Y15.67000 	Z1.85610
N1975 	G01 	X19.83930 	Y15.67000 	Z1.83408
N1976 	G01 	X20.43277 	Y15.67000 	Z1.81272
N1977 	G01 	X21.02700 	Y15.67000 	Z1.79217
N1978 	G01 	X21.62195 	Y15.67000 	Z1.77259
N1979 	G01 	X22.21758 	Y15.67000 	Z1.75414
N1980 	G01 	X22.81382 	Y15.67000 	Z1.73696
N1981 	G01 	X23.41065 	Y15.67000 	Z1.72123
N1982 	G01 	X24.00800 	Y15.67000 	Z1.70709
N1983 	G01 	X24.60583 	Y15.67000 	Z1.69469
N1984 	G01 	X25.20410 	Y15.67000 	Z1.68420
N1985 	G01 	X25.80274 	Y15.67000 	Z1.67577
N1986 	G01 	X26.40173 	Y15.67000 	Z1.66956
N1987 	G01 	X27.00100 	Y15.67000 	Z1.66571
N1988 	G01 	X27.60051 	Y15.67000 	Z1.66440
N1989 	G01 	X28.20022 	Y15.67000 	Z1.66576
N1990 	G01 	X28.80006 	Y15.67000 	Z1.66996
N1991 	G01 	X29.40001 	Y15.67000 	Z1.67716
N1992 	G01 	X30.00000 	Y15.67000 	Z1.68750

N1993 	G01 	X30.00000 	Y15.95079 	Z1.69535
N1994 	G01 	X29.40001 	Y15.95079 	Z1.68465
N1995 	G01 	X28.80006 	Y15.95079 	Z1.67707
N1996 	G01 	X28.20022 	Y15.95079 	Z1.67246
N1997 	G01 	X27.60051 	Y15.95079 	Z1.67067
N1998 	G01 	X27.00100 	Y15.95079 	Z1.67154
N1999 	G01 	X26.40173 	Y15.95079 	Z1.67492
N2000 	G01 	X25.80274 	Y15.95079 	Z1.68066
N2001 	G01 	X25.20410 	Y15.95079 	Z1.68861
N2002 	G01 	X24.60583 	Y15.95079 	Z1.69861
N2003 	G01 	X24.00800 	Y15.95079 	Z1.71052
N2004 	G01 	X23.41065 	Y15.95079 	Z1.72417
N2005 	G01 	X22.81382 	Y15.95079 	Z1.73943
N2006 	G01 	X22.21758 	Y15.95079 	Z1.75613
N2007 	G01 	X21.62195 	Y15.95079 	Z1.77412
N2008 	G01 	X21.02700 	Y15.95079 	Z1.79325
N2009 	G01 	X20.43277 	Y15.95079 	Z1.81337
N2010 	G01 	X19.83930 	Y15.95079 	Z1.83433
N2011 	G01 	X19.24666 	Y15.95079 	Z1.85597
N2012 	G01 	X18.65487 	Y15.95079 	Z1.87814
N2013 	G01 	X18.06400 	Y15.95079 	Z1.90069
N2014 	G01 	X17.47409 	Y15.95079 	Z1.92347
N2015 	G01 	X16.88518 	Y15.95079 	Z1.94632
N2016 	G01 	X16.29734 	Y15.95079 	Z1.96909
N2017 	G01 	X15.71059 	Y15.95079 	Z1.99163
N2018 	G01 	X15.12500 	Y15.95079 	Z2.01379
N2019 	G01 	X14.54061 	Y15.95079 	Z2.03542
N2020 	G01 	X13.95746 	Y15.95079 	Z2.05636
N2021 	G01 	X13.37562 	Y15.95079 	Z2.07646
N2022 	G01 	X12.79511 	Y15.95079 	Z2.09556
N2023 	G01 	X12.21600 	Y15.95079 	Z2.11352
N2024 	G01 	X11.63833 	Y15.95079 	Z2.13019
N2025 	G01 	X11.06214 	Y15.95079 	Z2.14540
N2026 	G01 	X10.48750 	Y15.95079 	Z2.15902
N2027 	G01 	X9.91443 	Y15.95079 	Z2.17088
N2028 	G01 	X9.34300 	Y15.95079 	Z2.18083
N2029 	G01 	X8.77325 	Y15.95079 	Z2.18872
N2030 	G01 	X8.20522 	Y15.95079 	Z2.19441
N2031 	G01 	X7.63898 	Y15.95079 	Z2.19773
N2032 	G01 	X7.07455 	Y15.95079 	Z2.19854
N2033 	G01 	X6.51200 	Y15.95079 	Z2.19667
N2034 	G01 	X5.95137 	Y15.95079 	Z2.19199
N2035 	G01 	X5.39270 	Y15.95079 	Z2.18434
N2036 	G01 	X4.83606 	Y15.95079 	Z2.17356
N2037 	G01 	X4.28147 	Y15.95079 	Z2.15950
N2038 	G01 	X3.72900 	Y15.95079 	Z2.14201
N2039 	G01 	X3.17869 	Y15.95079 	Z2.12094
N2040 	G01 	X2.63058 	Y15.95079 	Z2.09614
N2041 	G01 	X2.08474 	Y15.95079 	Z2.06745
N2042 	G01 	X1.54119 	Y15.95079 	Z2.03472
N2043 	G01 	X1.00000 	Y15.95079 	Z1.99780

N2044 	G01 	X1.00000 	Y16.23158 	Z2.01821
N2045 	G01 	X1.54119 	Y16.23158 	Z2.05295
N2046 	G01 	X2.08474 	Y16.23158 	Z2.08364
N2047 	G01 	X2.63058 	Y16.23158 	Z2.11042
N2048 	G01 	X3.17869 	Y16.23158 	Z2.13343
N2049 	G01 	X3.72900 	Y16.23158 	Z2.15283
N2050 	G01 	X4.28147 	Y16.23158 	Z2.16877
N2051 	G01 	X4.83606 	Y16.23158 	Z2.18139
N2052 	G01 	X5.39270 	Y16.23158 	Z2.19085
N2053 	G01 	X5.95137 	Y16.23158 	Z2.19729
N2054 	G01 	X6.51200 	Y16.23158 	Z2.20086
N2055 	G01 	X7.07455 	Y16.23158 	Z2.20172
N2056 	G01 	X7.63898 	Y16.23158 	Z2.20000
N2057 	G01 	X8.20522 	Y16.23158 	Z2.19586
N2058 	G01 	X8.77325 	Y16.23158 	Z2.18945
N2059 	G01 	X9.34300 	Y16.23158 	Z2.18092
N2060 	G01 	X9.91443 	Y16.23158 	Z2.17042
N2061 	G01 	X10.48750 	Y16.23158 	Z2.15809
N2062 	G01 	X11.06214 	Y16.23158 	Z2.14408
N2063 	G01 	X11.63833 	Y16.23158 	Z2.12855
N2064 	G01 	X12.21600 	Y16.23158 	Z2.11164
N2065 	G01 	X12.79511 	Y16.23158 	Z2.09350
N2066 	G01 	X13.37562 	Y16.23158 	Z2.07428
N2067 	G01 	X13.95746 	Y16.23158 	Z2.05413
N2068 	G01 	X14.54061 	Y16.23158 	Z2.03319
N2069 	G01 	X15.12500 	Y16.23158 	Z2.01163
N2070 	G01 	X15.71059 	Y16.23158 	Z1.98958
N2071 	G01 	X16.29734 	Y16.23158 	Z1.96720
N2072 	G01 	X16.88518 	Y16.23158 	Z1.94463
N2073 	G01 	X17.47409 	Y16.23158 	Z1.92202
N2074 	G01 	X18.06400 	Y16.23158 	Z1.89953
N2075 	G01 	X18.65487 	Y16.23158 	Z1.87729
N2076 	G01 	X19.24666 	Y16.23158 	Z1.85547
N2077 	G01 	X19.83930 	Y16.23158 	Z1.83421
N2078 	G01 	X20.43277 	Y16.23158 	Z1.81365
N2079 	G01 	X21.02700 	Y16.23158 	Z1.79395
N2080 	G01 	X21.62195 	Y16.23158 	Z1.77526
N2081 	G01 	X22.21758 	Y16.23158 	Z1.75772
N2082 	G01 	X22.81382 	Y16.23158 	Z1.74149
N2083 	G01 	X23.41065 	Y16.23158 	Z1.72671
N2084 	G01 	X24.00800 	Y16.23158 	Z1.71354
N2085 	G01 	X24.60583 	Y16.23158 	Z1.70211
N2086 	G01 	X25.20410 	Y16.23158 	Z1.69258
N2087 	G01 	X25.80274 	Y16.23158 	Z1.68511
N2088 	G01 	X26.40173 	Y16.23158 	Z1.67983
N2089 	G01 	X27.00100 	Y16.23158 	Z1.67690
N2090 	G01 	X27.60051 	Y16.23158 	Z1.67646
N2091 	G01 	X28.20022 	Y16.23158 	Z1.67867
N2092 	G01 	X28.80006 	Y16.23158 	Z1.68368
N2093 	G01 	X29.40001 	Y16.23158 	Z1.69162
N2094 	G01 	X30.00000 	Y16.23158 	Z1.70266

N2095 	G01 	X30.00000 	Y16.51237 	Z1.70945
N2096 	G01 	X29.40001 	Y16.51237 	Z1.69809
N2097 	G01 	X28.80006 	Y16.51237 	Z1.68979
N2098 	G01 	X28.20022 	Y16.51237 	Z1.68440
N2099 	G01 	X27.60051 	Y16.51237 	Z1.68179
N2100 	G01 	X27.00100 	Y16.51237 	Z1.68180
N2101 	G01 	X26.40173 	Y16.51237 	Z1.68429
N2102 	G01 	X25.80274 	Y16.51237 	Z1.68912
N2103 	G01 	X25.20410 	Y16.51237 	Z1.69613
N2104 	G01 	X24.60583 	Y16.51237 	Z1.70519
N2105 	G01 	X24.00800 	Y16.51237 	Z1.71615
N2106 	G01 	X23.41065 	Y16.51237 	Z1.72885
N2107 	G01 	X22.81382 	Y16.51237 	Z1.74317
N2108 	G01 	X22.21758 	Y16.51237 	Z1.75894
N2109 	G01 	X21.62195 	Y16.51237 	Z1.77603
N2110 	G01 	X21.02700 	Y16.51237 	Z1.79429
N2111 	G01 	X20.43277 	Y16.51237 	Z1.81357
N2112 	G01 	X19.83930 	Y16.51237 	Z1.83373
N2113 	G01 	X19.24666 	Y16.51237 	Z1.85462
N2114 	G01 	X18.65487 	Y16.51237 	Z1.87610
N2115 	G01 	X18.06400 	Y16.51237 	Z1.89801
N2116 	G01 	X17.47409 	Y16.51237 	Z1.92023
N2117 	G01 	X16.88518 	Y16.51237 	Z1.94259
N2118 	G01 	X16.29734 	Y16.51237 	Z1.96496
N2119 	G01 	X15.71059 	Y16.51237 	Z1.98719
N2120 	G01 	X15.12500 	Y16.51237 	Z2.00913
N2121 	G01 	X14.54061 	Y16.51237 	Z2.03063
N2122 	G01 	X13.95746 	Y16.51237 	Z2.05156
N2123 	G01 	X13.37562 	Y16.51237 	Z2.07176
N2124 	G01 	X12.79511 	Y16.51237 	Z2.09109
N2125 	G01 	X12.21600 	Y16.51237 	Z2.10941
N2126 	G01 	X11.63833 	Y16.51237 	Z2.12657
N2127 	G01 	X11.06214 	Y16.51237 	Z2.14242
N2128 	G01 	X10.48750 	Y16.51237 	Z2.15682
N2129 	G01 	X9.91443 	Y16.51237 	Z2.16962
N2130 	G01 	X9.34300 	Y16.51237 	Z2.18067
N2131 	G01 	X8.77325 	Y16.51237 	Z2.18984
N2132 	G01 	X8.20522 	Y16.51237 	Z2.19697
N2133 	G01 	X7.63898 	Y16.51237 	Z2.20192
N2134 	G01 	X7.07455 	Y16.51237 	Z2.20454
N2135 	G01 	X6.51200 	Y16.51237 	Z2.20469
N2136 	G01 	X5.95137 	Y16.51237 	Z2.20223
N2137 	G01 	X5.39270 	Y16.51237 	Z2.19700
N2138 	G01 	X4.83606 	Y16.51237 	Z2.18886
N2139 	G01 	X4.28147 	Y16.51237 	Z2.17767
N2140 	G01 	X3.72900 	Y16.51237 	Z2.16328
N2141 	G01 	X3.17869 	Y16.51237 	Z2.14554
N2142 	G01 	X2.63058 	Y16.51237 	Z2.12431
N2143 	G01 	X2.08474 	Y16.51237 	Z2.09944
N2144 	G01 	X1.54119 	Y16.51237 	Z2.07079
N2145 	G01 	X1.00000 	Y16.51237 	Z2.03822

N2146 	G01 	X1.00000 	Y16.79316 	Z2.05782
N2147 	G01 	X1.54119 	Y16.79316 	Z2.08824
N2148 	G01 	X2.08474 	Y16.79316 	Z2.11485
N2149 	G01 	X2.63058 	Y16.79316 	Z2.13781
N2150 	G01 	X3.17869 	Y16.79316 	Z2.15726
N2151 	G01 	X3.72900 	Y16.79316 	Z2.17334
N2152 	G01 	X4.28147 	Y16.79316 	Z2.18620
N2153 	G01 	X4.83606 	Y16.79316 	Z2.19596
N2154 	G01 	X5.39270 	Y16.79316 	Z2.20278
N2155 	G01 	X5.95137 	Y16.79316 	Z2.20681
N2156 	G01 	X6.51200 	Y16.79316 	Z2.20817
N2157 	G01 	X7.07455 	Y16.79316 	Z2.20701
N2158 	G01 	X7.63898 	Y16.79316 	Z2.20349
N2159 	G01 	X8.20522 	Y16.79316 	Z2.19773
N2160 	G01 	X8.77325 	Y16.79316 	Z2.18988
N2161 	G01 	X9.34300 	Y16.79316 	Z2.18008
N2162 	G01 	X9.91443 	Y16.79316 	Z2.16848
N2163 	G01 	X10.48750 	Y16.79316 	Z2.15521
N2164 	G01 	X11.06214 	Y16.79316 	Z2.14042
N2165 	G01 	X11.63833 	Y16.79316 	Z2.12426
N2166 	G01 	X12.21600 	Y16.79316 	Z2.10686
N2167 	G01 	X12.79511 	Y16.79316 	Z2.08836
N2168 	G01 	X13.37562 	Y16.79316 	Z2.06892
N2169 	G01 	X13.95746 	Y16.79316 	Z2.04866
N2170 	G01 	X14.54061 	Y16.79316 	Z2.02774
N2171 	G01 	X15.12500 	Y16.79316 	Z2.00629
N2172 	G01 	X15.71059 	Y16.79316 	Z1.98446
N2173 	G01 	X16.29734 	Y16.79316 	Z1.96239
N2174 	G01 	X16.88518 	Y16.79316 	Z1.94023
N2175 	G01 	X17.47409 	Y16.79316 	Z1.91810
N2176 	G01 	X18.06400 	Y16.79316 	Z1.89617
N2177 	G01 	X18.65487 	Y16.79316 	Z1.87456
N2178 	G01 	X19.24666 	Y16.79316 	Z1.85342
N2179 	G01 	X19.83930 	Y16.79316 	Z1.83290
N2180 	G01 	X20.43277 	Y16.79316 	Z1.81313
N2181 	G01 	X21.02700 	Y16.79316 	Z1.79426
N2182 	G01 	X21.62195 	Y16.79316 	Z1.77643
N2183 	G01 	X22.21758 	Y16.79316 	Z1.75978
N2184 	G01 	X22.81382 	Y16.79316 	Z1.74446
N2185 	G01 	X23.41065 	Y16.79316 	Z1.73061
N2186 	G01 	X24.00800 	Y16.79316 	Z1.71836
N2187 	G01 	X24.60583 	Y16.79316 	Z1.70787
N2188 	G01 	X25.20410 	Y16.79316 	Z1.69927
N2189 	G01 	X25.80274 	Y16.79316 	Z1.69270
N2190 	G01 	X26.40173 	Y16.79316 	Z1.68832
N2191 	G01 	X27.00100 	Y16.79316 	Z1.68625
N2192 	G01 	X27.60051 	Y16.79316 	Z1.68665
N2193 	G01 	X28.20022 	Y16.79316 	Z1.68966
N2194 	G01 	X28.80006 	Y16.79316 	Z1.69541
N2195 	G01 	X29.40001 	Y16.79316 	Z1.70405
N2196 	G01 	X30.00000 	Y16.79316 	Z1.71572

N2197 	G01 	X30.00000 	Y17.07395 	Z1.72146
N2198 	G01 	X29.40001 	Y17.07395 	Z1.70950
N2199 	G01 	X28.80006 	Y17.07395 	Z1.70053
N2200 	G01 	X28.20022 	Y17.07395 	Z1.69443
N2201 	G01 	X27.60051 	Y17.07395 	Z1.69105
N2202 	G01 	X27.00100 	Y17.07395 	Z1.69026
N2203 	G01 	X26.40173 	Y17.07395 	Z1.69191
N2204 	G01 	X25.80274 	Y17.07395 	Z1.69587
N2205 	G01 	X25.20410 	Y17.07395 	Z1.70199
N2206 	G01 	X24.60583 	Y17.07395 	Z1.71014
N2207 	G01 	X24.00800 	Y17.07395 	Z1.72019
N2208 	G01 	X23.41065 	Y17.07395 	Z1.73198
N2209 	G01 	X22.81382 	Y17.07395 	Z1.74539
N2210 	G01 	X22.21758 	Y17.07395 	Z1.76026
N2211 	G01 	X21.62195 	Y17.07395 	Z1.77648
N2212 	G01 	X21.02700 	Y17.07395 	Z1.79388
N2213 	G01 	X20.43277 	Y17.07395 	Z1.81235
N2214 	G01 	X19.83930 	Y17.07395 	Z1.83173
N2215 	G01 	X19.24666 	Y17.07395 	Z1.85189
N2216 	G01 	X18.65487 	Y17.07395 	Z1.87269
N2217 	G01 	X18.06400 	Y17.07395 	Z1.89399
N2218 	G01 	X17.47409 	Y17.07395 	Z1.91565
N2219 	G01 	X16.88518 	Y17.07395 	Z1.93753
N2220 	G01 	X16.29734 	Y17.07395 	Z1.95950
N2221 	G01 	X15.71059 	Y17.07395 	Z1.98142
N2222 	G01 	X15.12500 	Y17.07395 	Z2.00314
N2223 	G01 	X14.54061 	Y17.07395 	Z2.02453
N2224 	G01 	X13.95746 	Y17.07395 	Z2.04544
N2225 	G01 	X13.37562 	Y17.07395 	Z2.06575
N2226 	G01 	X12.79511 	Y17.07395 	Z2.08531
N2227 	G01 	X12.21600 	Y17.07395 	Z2.10398
N2228 	G01 	X11.63833 	Y17.07395 	Z2.12162
N2229 	G01 	X11.06214 	Y17.07395 	Z2.13810
N2230 	G01 	X10.48750 	Y17.07395 	Z2.15327
N2231 	G01 	X9.91443 	Y17.07395 	Z2.16700
N2232 	G01 	X9.34300 	Y17.07395 	Z2.17915
N2233 	G01 	X8.77325 	Y17.07395 	Z2.18957
N2234 	G01 	X8.20522 	Y17.07395 	Z2.19814
N2235 	G01 	X7.63898 	Y17.07395 	Z2.20470
N2236 	G01 	X7.07455 	Y17.07395 	Z2.20913
N2237 	G01 	X6.51200 	Y17.07395 	Z2.21128
N2238 	G01 	X5.95137 	Y17.07395 	Z2.21102
N2239 	G01 	X5.39270 	Y17.07395 	Z2.20820
N2240 	G01 	X4.83606 	Y17.07395 	Z2.20268
N2241 	G01 	X4.28147 	Y17.07395 	Z2.19434
N2242 	G01 	X3.72900 	Y17.07395 	Z2.18302
N2243 	G01 	X3.17869 	Y17.07395 	Z2.16860
N2244 	G01 	X2.63058 	Y17.07395 	Z2.15092
N2245 	G01 	X2.08474 	Y17.07395 	Z2.12986
N2246 	G01 	X1.54119 	Y17.07395 	Z2.10527
N2247 	G01 	X1.00000 	Y17.07395 	Z2.07701

N2248 	G01 	X1.00000 	Y17.35474 	Z2.09578
N2249 	G01 	X1.54119 	Y17.35474 	Z2.12189
N2250 	G01 	X2.08474 	Y17.35474 	Z2.14446
N2251 	G01 	X2.63058 	Y17.35474 	Z2.16363
N2252 	G01 	X3.17869 	Y17.35474 	Z2.17953
N2253 	G01 	X3.72900 	Y17.35474 	Z2.19231
N2254 	G01 	X4.28147 	Y17.35474 	Z2.20210
